tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***90240,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1229,NR,3453 YONGE ST,,,ON
***77535,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1229,N/S,HOLLYWOOD AVE,E/O,YONGE ST,ON
***87306,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1229,NR,54 MELROSE AVE,,,ON
***88518,20240108,8,STAND VEH.-PROHIBIT TIME/DAY,100,1229,S/S,GRAND TRUNK CRES,E/O,LOWER SIMCOE ST,ON
***92472,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1229,NR,242 GEORGE ST,,,ON
***03198,20240108,48,FAIL TO PARK/STOP PARALL. CURB,30,1229,OPP,3 MARKET ST,,,ON
***04200,20240108,3,PARK ON PRIVATE PROPERTY,75,1229,AT,3089 LAKE SHORE BLVD W,,,ON
***04336,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1229,NR,245 CARLAW AVE,,,ON
***06552,20240108,3,PARK ON PRIVATE PROPERTY,75,1230,,200 SHERWAY DR,,,ON
***84915,20240108,314,PARK - NOT WITHIN PERIOD,75,1230,AT,670 PAPE AVENUE,,,ON
***69835,20240108,419,STAND NON-TAXI IN SIGNED STAND,60,1230,OPP,61 FRONT ST W,,,ON
***77536,20240108,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1230,N/S,HOLLYWOOD AVE,E/O,YONGE ST,ON
***97828,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1230,NR,262 THE ESPLANADE,,,ON
***04201,20240108,3,PARK ON PRIVATE PROPERTY,75,1230,AT,3089 LAKE SHORE BLVD W,,,ON
***09793,20240108,134,PARK-SIGNED HWY-PUBLIC LANE,40,1230,R/O,137 TECUMSETH ST,,,YT
***27919,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1230,NR,950 COLLEGE ST,,,ON
***12806,20240108,3,PARK ON PRIVATE PROPERTY,75,1231,,203 COLLEGE ST,,,ON
***58153,20240108,2,PARK - LONGER THAN 3 HOURS,30,1231,NR,18 EDGECOMBE AVE,,,ON
***66830,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1231,NR,29 LUTTRELL AVE,,,ON
***90241,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1231,NR,3451 YONGE ST,,,ON
***82052,20240108,3,PARK ON PRIVATE PROPERTY,75,1231,AT,50 PORTLAND ST,,,ON
***83555,20240108,3,PARK ON PRIVATE PROPERTY,75,1231,AT,339 COLLEGE ST,,,QC
***03199,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1231,NR,1 MARKET ST,,,ON
***66831,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1232,NR,19 LUTTRELL AVE,,,ON
***81629,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1232,NR,270 CARLAW AVE,,,ON
***31002,20240108,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1232,NR,96 ST PATRICK ST,,,ON
***69836,20240108,417,STAND VEH.-PSGR LD ZN LD/UNLD,100,1232,NR,61 FRONT ST W,,,ON
***25172,20240108,8,STAND VEH.-PROHIBIT TIME/DAY,100,1232,NR,1106 ST CLAIR AVE W,,,ON
***30735,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1232,NR,252 VICTORIA ST,,,ON
***37468,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1232,OPP,175 AUGUSTA AVE,,,ON
***58397,20240108,337,PARK - ON BOULEVARD,50,1232,OPP,56 CENTRE AVE,,,ON
***76519,20240108,367,STND ONSTRT ACCESSIBLE NO PRMT,450,1232,NR,32 GRENVILLE ST,,,ON
***77537,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1232,NR,23 HOLLYWOOD AVE,,,ON
***83556,20240108,3,PARK ON PRIVATE PROPERTY,75,1232,AT,339 COLLEGE ST,,,ON
***87307,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1232,NR,31 ST GERMAIN AVE,,,ON
***92473,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1232,NR,219 DUNDAS ST E,,,ON
***97829,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1232,NR,262 THE ESPLANADE,,,ON
***02909,20240108,415,PARK COMMERC LOAD ZONE NOT LDG,40,1232,NR,128 CUMBERLAND ST,,,ON
***02910,20240108,415,PARK COMMERC LOAD ZONE NOT LDG,40,1232,NR,128 CUMBERLAND ST,,,ON
***04202,20240108,3,PARK ON PRIVATE PROPERTY,75,1232,AT,3089 LAKE SHORE BLVD W,,,ON
***57983,20240108,3,PARK ON PRIVATE PROPERTY,75,1233,,2 BEDFORD RD,,,ON
***43295,20240108,383,STOP NON-BICYCLE IN CYCLE TRCK,150,1233,NR,79 WELLESLEY ST E,,,ON
***88519,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1233,W/S,GRAND TRUNK CRES,S/O,BREMNER BLVD,QC
***27920,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1233,NR,894 COLLEGE ST,,,ON
***68902,20240108,3,PARK ON PRIVATE PROPERTY,75,1234,,4700 KEELE ST,,,ON
***58154,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1234,N/S,CARIBOU RD,W/O,AVENUE RD,ON
***66832,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1234,NR,11 LUTTRELL AVE,,,ON
***33667,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1234,OPP,25 RICHVIEW RD,,,ON
***90242,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1234,NR,3401 YONGE ST,,,ON
***25173,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1234,NR,167 LAUDER AVE,,,ON
***79343,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1234,NR,68 SPRINGHURST AVE,,,ON
***87308,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1234,NR,31 ST GERMAIN AVE,,,ON
***87575,20240108,2,PARK - LONGER THAN 3 HOURS,30,1234,NR,882 RUNNYMEDE RD,,,ON
***04607,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1234,NR,128 AVENUE RD,,,ON
***77498,20240108,4,PARK ON MUNICIPAL PROPERTY,75,1235,AT,31 A PARLIAMENT STREET,,,ON
***43296,20240108,383,STOP NON-BICYCLE IN CYCLE TRCK,150,1235,NR,85 WELLESLEY ST E,,,ON
***69837,20240108,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1235,OPP,21 PIPER ST,,,ON
***37469,20240108,363,PARK ONSTRT ACCESSIBLE NO PRMT,450,1235,NR,156 AUGUSTA AVE,,,ON
***87309,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1235,NR,31 ST GERMAIN AVE,,,ON
***10160,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1235,NR,689 BLOOR ST W,,,ON
***69838,20240108,415,PARK COMMERC LOAD ZONE NOT LDG,40,1236,NR,21 PIPER ST,,,ON
***70858,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1236,OPP,407 BLEECKER ST,,,ON
***77918,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1236,NR,1639 YONGE ST,,,ON
***88520,20240108,8,STAND VEH.-PROHIBIT TIME/DAY,100,1236,N/S,BREMNER BLVD,E/O,YORK ST,ON
***97830,20240108,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,1236,NR,52 PRINCESS ST,,,ON
***07354,20240108,3,PARK ON PRIVATE PROPERTY,75,1236,AT,200 SIR WILLIAM HEARST AVE,,,ON
***09794,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1236,NR,690 QUEEN ST W,,,ON
***10161,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1236,NR,699 BLOOR ST W,,,ON
***77499,20240108,4,PARK ON MUNICIPAL PROPERTY,75,1237,AT,31 A PARLIAMENT STREET,,,QC
***43297,20240108,383,STOP NON-BICYCLE IN CYCLE TRCK,150,1237,NR,91 WELLESLEY ST E,,,ON
***66833,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1237,NR,34 KELVIN AVE,,,ON
***87310,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1237,NR,31 ST GERMAIN AVE,,,ON
***02911,20240108,415,PARK COMMERC LOAD ZONE NOT LDG,40,1237,NR,33 HAZELTON AVE,,,ON
***04608,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1237,NR,238 DAVENPORT RD,,,ON
***06279,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1237,OPP,189 DUFFERIN ST,,,ON
***07355,20240108,3,PARK ON PRIVATE PROPERTY,75,1237,AT,200 SIR WILLIAM HEARST AVE,,,ON
***57984,20240108,3,PARK ON PRIVATE PROPERTY,75,1238,,2 BEDFORD RD,,,ON
***82457,20240108,4,PARK ON MUNICIPAL PROPERTY,75,1238,AT,31 A PARLIAMENT STREET,,,QC
***66834,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1238,NR,38 KELVIN AVE,,,ON
***25174,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1238,NR,119 GLENHOLME AVE,,,ON
***30736,20240108,415,PARK COMMERC LOAD ZONE NOT LDG,40,1238,NR,7 DUNDAS SQ,,,ON
***37470,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1238,NR,578 DUNDAS ST W,,,ON
***76520,20240108,419,STAND NON-TAXI IN SIGNED STAND,60,1238,OPP,30 COLLEGE ST,,,ON
***82458,20240108,4,PARK ON MUNICIPAL PROPERTY,75,1239,AT,31 A PARLIAMENT STREET,,,ON
***49606,20240108,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1239,OPP,11 ORDNANCE ST,,,ON
***90243,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1239,S/S,GLENFOREST RD,E/O,YONGE ST,ON
***58398,20240108,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1239,NR,111 CHESTNUT ST,,,ON
***65338,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1239,NR,310 BRUNSWICK AVE,,,ON
***77538,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1239,NR,18 SPRING GARDEN AVE,,,ON
***88766,20240108,2,PARK - LONGER THAN 3 HOURS,30,1239,NR,44 GRACEY BLVD,,,ON
***07356,20240108,3,PARK ON PRIVATE PROPERTY,75,1239,AT,200 SIR WILLIAM HEARST AVE,,,ON
***09795,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1239,NR,752 QUEEN ST W,,,ON
***10162,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1239,NR,701 BLOOR ST W,,,ON
***68146,20240108,3,PARK ON PRIVATE PROPERTY,75,1240,,110 CARRIER DRIVE,,,ON
***49607,20240108,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1240,OPP,11 ORDNANCE ST,,,ON
***31003,20240108,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1240,NR,100 MC CAUL ST,,,BC
***76521,20240108,415,PARK COMMERC LOAD ZONE NOT LDG,40,1240,OPP,22 COLLEGE ST,,,ON
***88521,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1240,W/S,GRAND TRUNK CRES,S/O,BREMNER BLVD,ON
***90244,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1240,W/S,WARREN RD,S/O,ST CLAIR AVE W,BC
***90245,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1240,W/S,WARREN RD,S/O,ST CLAIR AVE W,ON
***97831,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1240,W/S,PRINCESS ST,S/O,THE ESPLANADE,ON
***07357,20240108,3,PARK ON PRIVATE PROPERTY,75,1240,AT,200 SIR WILLIAM HEARST AVE,,,ON
***27921,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1240,NR,818 COLLEGE ST,,,ON
***43298,20240108,383,STOP NON-BICYCLE IN CYCLE TRCK,150,1241,NR,225 WELLESLEY ST E,,,ON
***25175,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1241,NR,1032 ST CLAIR AVE W,,,ON
***37471,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1241,NR,542 DUNDAS ST W,,,ON
***65339,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1241,NR,5 DALTON RD,,,ON
***70859,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1241,NR,358 BLEECKER ST,,,ON
***84739,20240108,192,STAND SIGNED TRANSIT STOP,150,1241,NR,5 OSSINGTON AVE,,,ON
***04337,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1241,NR,388 CARLAW AVE,,,ON
***68147,20240108,3,PARK ON PRIVATE PROPERTY,75,1242,,110 CARRIER DRIVE,,,ON
***68903,20240108,3,PARK ON PRIVATE PROPERTY,75,1242,,4700 KEELE S T,,,ON
***73968,20240108,30,STOP-(ON/OVER) (SIDEWK/FTPATH),150,1242,NR,33 ROGERS RD,,,ON
***95191,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1242,NR,550 FRONT ST W,,,ON
***76522,20240108,415,PARK COMMERC LOAD ZONE NOT LDG,40,1242,OPP,22 COLLEGE ST,,,ON
***77539,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1242,NR,7 SPRING GARDEN AVE,,,ON
***90246,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1242,W/S,WARREN RD,S/O,ST CLAIR AVE W,ON
***02912,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1242,NR,97 HAZELTON AVE,,,ON
***04338,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1242,NR,388 CARLAW AVE,,,ON
***06280,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1242,OPP,153 DUFFERIN ST,,,ON
***07358,20240108,3,PARK ON PRIVATE PROPERTY,75,1242,AT,200 SIR WILLIAM HEARST AVE,,,ON
***78770,20240108,3,PARK ON PRIVATE PROPERTY,75,1243,,7 HART HOUSE CIRCLE,,,ON
***34915,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1243,OPP,5 FORTY THIRD ST,,,ON
***90247,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1243,W/S,WARREN RD,S/O,ST CLAIR AVE W,ON
***96072,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1243,NR,63 ROEHAMPTON AVE,,,ON
***03200,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1243,NR,49 LOWER JARVIS ST,,,ON
***52540,20240108,4,PARK ON MUNICIPAL PROPERTY,75,1244,,100 PRINCES' BLVD,,,ON
***90244,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1244,NR,3243 YONGE ST,,,ON
***58399,20240108,8,STAND VEH.-PROHIBIT TIME/DAY,100,1244,E/S,CHESTNUT ST,S/O,EDWARD ST,ON
***70860,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1244,NR,354 BLEECKER ST,,,ON
***88767,20240108,2,PARK - LONGER THAN 3 HOURS,30,1244,NR,24 GRACEY BLVD,,,ON
***90248,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1244,W/S,WARREN RD,S/O,ST CLAIR AVE W,ON
***92566,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1244,NR,269 JARVIS ST,,,ON
***02913,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1244,NR,99 HAZELTON AVE,,,ON
***03201,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1244,NR,49 LOWER JARVIS ST,,,AB
***04203,20240108,2,PARK - LONGER THAN 3 HOURS,30,1244,OPP,28 JUDSON ST,,,ON
***68148,20240108,3,PARK ON PRIVATE PROPERTY,75,1245,,110 CARRIER DRIVE,,,ON
***06553,20240108,3,PARK ON PRIVATE PROPERTY,75,1245,,200 SHERWAY DR,,,ON
***64725,20240108,14,PARK-OBSTRUCT (DRWAY/LANEWAY),50,1245,NR,190 ARLINGTON AVE,,,ON
***77540,20240108,192,STAND SIGNED TRANSIT STOP,150,1245,NR,4900 YONGE ST,,,ON
***97832,20240108,370,STAND UNAUTH VEH. CAR SHARE,60,1245,OPP,35 SCADDING AVE,,,ON
***03202,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1245,NR,49 LOWER JARVIS ST,,,ON
***04204,20240108,2,PARK - LONGER THAN 3 HOURS,30,1245,OPP,28 JUDSON ST,,,ON
***10163,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1245,NR,647 BLOOR ST W,,,ON
***90245,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1246,NR,3223 YONGE ST,,,ON
***77919,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1246,OPP,71 BALLIOL ST,,,ON
***84146,20240108,419,STAND NON-TAXI IN SIGNED STAND,60,1246,NR,120 BREMNER BLVD,,,ON
***04205,20240108,2,PARK - LONGER THAN 3 HOURS,30,1246,OPP,28 JUDSON ST,,,ON
***16304,20240108,8,STAND VEH.-PROHIBIT TIME/DAY,100,1246,NR,2837 DUNDAS ST W,,,ON
***18816,20240108,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1246,NR,1849 YONGE ST,,,ON
***27922,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1246,NR,426 SHAW ST,,,ON
***05408,20240108,3,PARK ON PRIVATE PROPERTY,75,1247,AT,50 WELLESLEY ST E,,,ON
***30737,20240108,134,PARK-SIGNED HWY-PUBLIC LANE,40,1247,R/O,211 YONGE ST,,,ON
***34916,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1247,NR,46 EXMOOR DR,,,ON
***71203,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1247,NR,181 AVENUE RD,,,ON
***92567,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1247,NR,181 DUNDAS ST E,,,ON
***04206,20240108,2,PARK - LONGER THAN 3 HOURS,30,1247,OPP,28 JUDSON ST,,,ON
***68904,20240108,3,PARK ON PRIVATE PROPERTY,75,1248,,4700 KEELEST,,,ON
***43299,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1248,NR,82 BLEECKER ST,,,ON
***73969,20240108,2,PARK - LONGER THAN 3 HOURS,30,1248,NR,253 BENSON AVE,,,ON
***05409,20240108,3,PARK ON PRIVATE PROPERTY,75,1248,AT,50 WELLESLEY ST E,,,ON
***25176,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1248,NR,1075 ST CLAIR AVE W,,,ON
***71399,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1248,NR,190 OSSINGTON AVE,,,ON
***77541,20240108,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1248,N/S,ELMHURST AVE,W/O,YONGE ST,ON
***77920,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1248,OPP,95 BALLIOL ST,,,ON
***84147,20240108,31,STOP-ROAD SIDE-STOP/PARK VEH.,150,1248,NR,30 GRAND TRUNK CRES,,,ON
***97833,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1248,NR,31 PRINCESS ST,,,ON
***06281,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1248,OPP,249 DUFFERIN ST,,,ON
***73970,20240108,2,PARK - LONGER THAN 3 HOURS,30,1249,NR,253 BENSON AVE,,,ON
***58400,20240108,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1249,NR,32 EDWARD ST,,,ON
***52541,20240108,4,PARK ON MUNICIPAL PROPERTY,75,1250,,100 PRINCES' BLVD,,,ON
***84916,20240108,314,PARK - NOT WITHIN PERIOD,75,1250,AT,35 ERINDALE AVENUE,,,ON
***73971,20240108,2,PARK - LONGER THAN 3 HOURS,30,1250,NR,253 BENSON AVE,,,ON
***25177,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1250,NR,1083 ST CLAIR AVE W,,,ON
***30738,20240108,134,PARK-SIGNED HWY-PUBLIC LANE,40,1250,R/O,211 YONGE ST,,,ON
***37472,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1250,NR,204 SPADINA AVE,,,ON
***65340,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1250,NR,310 ROBERT ST,,,ON
***71400,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1250,NR,166 OSSINGTON AVE,,,ON
***76523,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1250,NR,25 GRENVILLE ST,,,ON
***88522,20240108,8,STAND VEH.-PROHIBIT TIME/DAY,100,1250,OPP,19 GRAND TRUNK CRES,,,ON
***90276,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1250,N/S,DANFORTH AVE,E/O,BROADVIEW AVE,ON
***96073,20240108,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1250,NR,15 ROEHAMPTON AVE,,,ON
***18817,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1250,NR,1881 YONGE ST,,,ON
***52542,20240108,4,PARK ON MUNICIPAL PROPERTY,75,1251,,100 PRINCES' BLVD,,,ON
***66835,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1251,OPP,1 ELMER AVE,,,ON
***25178,20240108,8,STAND VEH.-PROHIBIT TIME/DAY,100,1251,NR,97 NORTHCLIFFE BLVD,,,ON
***34917,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1251,NR,82 FORTY FIRST ST,,,ON
***71204,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1251,OPP,85 PEARS AVE,,,ON
***77921,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1251,OPP,155 BALLIOL ST,,,ON
***92474,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1251,OPP,179 PARLIAMENT ST,,,ON
***04609,20240108,415,PARK COMMERC LOAD ZONE NOT LDG,40,1251,NR,104 YORKVILLE AVE,,,ON
***06282,20240108,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1251,OPP,259 DUFFERIN ST,,,ON
***16305,20240108,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1251,NR,2587 DUNDAS ST W,,,ON
***18818,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1251,NR,1881 YONGE ST,,,ON
***84917,20240108,312,PARKING MACH-NOT USED/NO FEE,75,1252,AT,35 ERINDALE AVENUE,,,ON
***58155,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1252,OPP,36 FOREST MANOR RD,,,ON
***31004,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1252,NR,254 QUEEN ST W,,,ON
***34918,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1252,NR,88 FORTY FIRST ST,,,ON
***58401,20240108,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1252,OPP,32 EDWARD ST,,,ON
***65341,20240108,29,PARK PROHIBITED TIME NO PERMIT,30,1252,NR,280 ROBERT ST,,,ON
***92568,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1252,NR,127 DUNDAS ST E,,,ON
***94083,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1252,NR,2327 QUEEN ST E,,,IL
***97834,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1252,OPP,138 PRINCESS ST,,,AB
***03203,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1252,NR,80 FRONT ST E,,,ON
***18819,20240108,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1252,NR,1881 YONGE ST,,,ON
***84918,20240108,314,PARK - NOT WITHIN PERIOD,75,1253,AT,35 ERINDALE AVENUE,,,ON
***66836,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1253,NR,2 HERBERT AVE,,,ON
***71205,20240108,30,STOP-(ON/OVER) (SIDEWK/FTPATH),150,1253,NR,65 PEARS AVE,,,ON
***71401,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1253,NR,138 OSSINGTON AVE,,,ON
***77922,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1253,OPP,155 BALLIOL ST,,,ON
***87311,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1253,NR,3308 YONGE ST,,,ON
***90277,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1253,N/S,DANFORTH AVE,E/O,BROADVIEW AVE,ON
***96074,20240108,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1253,NR,33 ORCHARD VIEW BLVD,,,ON
***02914,20240108,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1253,OPP,88 SCOLLARD ST,,,ON
***77500,20240108,4,PARK ON MUNICIPAL PROPERTY,75,1254,AT,70 DISTILLERY LANE,,,ON
***82459,20240108,4,PARK ON MUNICIPAL PROPERTY,75,1254,AT,70 DISTILLERY LANE,,,ON
***43300,20240108,383,STOP NON-BICYCLE IN CYCLE TRCK,150,1254,NR,79 WELLESLEY ST E,,,ON
***66837,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1254,NR,2 HERBERT AVE,,,ON
***34919,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1254,NR,88 FORTY FIRST ST,,,ON
***58402,20240108,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1254,NR,32 EDWARD ST,,,ON
***77923,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1254,OPP,155 BALLIOL ST,,,ON
***83557,20240108,3,PARK ON PRIVATE PROPERTY,75,1254,AT,576 FRONT ST W,,,ON
***87312,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1254,NR,3308 YONGE ST,,,ON
***96075,20240108,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1254,NR,33 ORCHARD VIEW BLVD,,,ON
***97835,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1254,OPP,138 PRINCESS ST,,,ON
***04610,20240108,415,PARK COMMERC LOAD ZONE NOT LDG,40,1254,NR,24 BELLAIR ST,,,ON
***12807,20240108,3,PARK ON PRIVATE PROPERTY,75,1255,,203 COLLEGE ST,,,ON
***13835,20240108,3,PARK ON PRIVATE PROPERTY,75,1255,,4700 KEELE ST,,,ON
***84919,20240108,314,PARK - NOT WITHIN PERIOD,75,1255,AT,35 ERINDALE AVENUE,,,ON
***58156,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1255,NR,80 FOREST MANOR RD,,,ON
***25179,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1255,NR,1159 ST CLAIR AVE W,,,ON
***65311,20240108,192,STAND SIGNED TRANSIT STOP,150,1255,OPP,14 RONCESVALLES AVE,,,ON
***71206,20240108,30,STOP-(ON/OVER) (SIDEWK/FTPATH),150,1255,NR,63 PEARS AVE,,,ON
***71402,20240108,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1255,NR,112 OSSINGTON AVE,,,ON
***77924,20240108,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1255,OPP,165 BALLIOL ST,,,ON
***83558,20240108,3,PARK ON PRIVATE PROPERTY,75,1255,AT,576 FRONT ST W,,,ON
***96076,20240108,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,1255,NR,40 ORCHARD VIEW BLVD,,,ON
***03204,20240108,207,PARK MACHINE-REQD FEE NOT PAID,30,1255,OPP,71 FRONT ST E,,,ON
